Temp(degC),Salinity(PSU),pH,DO(mg/l),precipitation(mm),Air_temp(degC)
22.28518257,35.88235771,8.26495469,5.96833306,0.00000000,21.19422342
26.21592171,35.88631743,8.26948930,5.96706371,0.00000000,21.70355559
26.21832071,35.92093829,8.24989877,5.96805941,0.00000000,21.22200523
26.27606243,35.92184443,8.24998309,5.94331300,0.00000000,22.28569870
26.28041200,35.87445886,8.25918639,5.99359120,0.00000000,21.40742266
26.29216200,35.88732600,8.25645414,6.00756631,0.00000000,21.84766512
26.36024543,35.89076786,8.27109803,6.09507216,0.00000000,21.02803123
26.41328000,35.85005257,8.28832071,6.14624461,0.00000000,21.97497375
22.47782229,35.86195229,8.28623100,6.12919643,0.00000000,21.92372453
22.55594900,35.84002143,8.30282809,6.10797409,0.00000000,21.73716128
22.53689543,35.84421950,8.30553233,6.12613574,0.00000000,21.98436857
22.59401886,35.85125733,8.29628756,6.16705693,0.00000000,21.98309581
22.66092814,35.84214867,8.29305693,6.13847019,0.00000000,22.06428493
22.68046329,35.84228667,8.28555324,6.10429997,0.00000000,22.02171120
22.67730271,35.85819483,8.27018123,6.13001353,0.00000000,21.43881066
22.75326843,35.81402583,8.26773553,6.24806050,0.00000000,21.99375962
22.75085457,35.82972767,8.25079741,6.32990617,0.00000000,21.98517533
22.77681257,35.82560029,8.24654093,6.34663493,0.00000000,22.07716592
22.61583143,35.85889200,8.24909614,6.39363199,0.00000000,21.22674461
22.65812786,35.84734771,8.25642406,6.54368994,0.00000000,21.92029157
22.71884471,35.82508986,8.24733043,6.60683924,0.00000000,21.70159349
22.61216286,35.86274943,8.25505347,6.62592826,0.00000000,22.01716246
22.54010757,35.89394229,8.25871314,6.62379290,0.00000000,21.69321333
22.45375814,35.87560557,8.27438513,6.67034551,0.00000000,21.57381436
22.36374357,35.89589929,8.27486274,6.73623161,0.00000000,21.15570590
22.46285643,35.89830514,8.27949921,6.70659220,0.00000000,21.22330126
22.33954071,35.91958900,8.28004707,6.71002786,0.00000000,22.01342148
22.34286714,35.96116086,8.29012701,6.74433103,0.00000000,21.89692211
22.41592157,35.94879300,8.28944451,6.67569159,0.00000000,20.89847610
22.34240229,35.98124400,8.28368011,6.70994854,0.00000000,21.10611663
22.38006286,36.01550943,8.28468453,6.72015501,0.00000000,21.25940521
22.43963814,36.00519586,8.30132956,6.71841159,0.00000000,20.53674977
22.41640814,35.99648729,8.30278461,6.72646791,0.00000000,21.54938712
22.46047386,35.97946729,8.30089056,6.60209146,0.00000000,20.92936196
22.39603714,35.99552286,8.28592361,6.64681994,0.00000000,21.12130346
22.34505200,35.99958829,8.26586244,6.66042699,0.00000000,21.65606784
22.43897329,35.95554229,8.27926174,6.60896124,0.00000000,20.79174327
22.39075543,35.92364157,8.26959494,6.63475393,0.00000000,20.40925953
22.38784771,35.94682243,8.23894949,6.66002314,0.00000000,19.98211306
22.34485800,35.93460986,8.22599971,6.62832197,0.00000000,19.85042361
22.40998457,35.94245629,8.22543207,6.66150049,0.00000000,20.74686434
22.41168300,35.92856214,8.23411659,6.58358114,0.00000000,20.34473210
22.48323629,35.91700114,8.24893300,6.61658313,0.00000000,20.21430915
22.34334771,35.91734343,8.22769790,6.60678969,0.00000000,20.78872369
22.35987843,35.92048157,8.23102814,6.60570386,0.00000000,19.54900836
22.39583900,35.91179486,8.24616396,6.53683080,0.00000000,19.19870775
22.47279443,35.94468057,8.27303226,6.50814226,0.00000000,18.92781567
22.48324829,35.98966200,8.27407111,6.50540900,0.00000000,19.51958819
22.55023443,36.01979157,8.27926110,6.59765703,0.00000000,19.90816068
22.53696243,36.03036143,8.27336451,6.52467634,0.00000000,19.63352604
22.66388171,36.06802443,8.27265677,6.47805190,0.00000000,18.66718175
22.63577771,36.10523500,7.80956956,6.43155307,0.00000000,18.88471180
22.51958286,36.10136371,7.80974347,6.43411763,0.00000000,18.72718259
22.50243200,36.12120843,7.77237654,6.50318789,0.00000000,18.23713104
22.47587943,36.09592000,7.76321044,6.51566499,0.00000000,18.17194675
22.43734243,36.09756143,7.74904376,6.46404856,0.00000000,18.16124763
22.42322543,36.10252629,7.74491024,6.50981016,0.00000000,17.49338724
22.48188743,36.10451000,7.76057933,6.60226686,0.00000000,18.65256537
22.48679086,36.11808200,8.22306347,6.63277533,0.00000000,17.47796160
22.51363700,36.13826914,8.22676737,6.65058391,0.00000000,17.94654443
22.48854543,36.12846043,8.24514341,6.62295666,0.00000000,17.26106632
22.42227843,36.14562986,8.25432771,6.64635977,0.00000000,17.98657376
22.42056314,36.10919343,8.26508087,6.56007136,0.00000000,17.22698926
22.38342414,36.11999186,8.27741851,6.59872231,0.00000000,18.24589422
22.39093929,36.09886414,8.26704889,6.60529787,0.00000000,17.53724012
22.41012171,36.07935700,8.27658513,6.51433123,0.00000000,16.82170501
22.41812300,36.07696771,8.25635840,6.53493167,0.00000000,16.64547367
22.44312514,36.06959914,8.24842593,6.52699526,0.00000000,17.94760532
22.48969057,36.04877957,8.25486809,6.51622573,0.00000000,18.05619979
22.46709371,36.07098014,8.26131344,6.55647321,0.00000000,17.18440675
22.54952286,36.05832100,8.24967959,6.44808279,0.00000000,17.05202267
22.43041943,36.06406557,8.26687569,6.37861173,0.00000000,16.67245251
22.45039429,36.06382286,8.26052613,6.43320767,0.00000000,16.78539906
22.52018071,36.06695943,8.28230089,6.36420760,0.00000000,16.48209481
22.58847214,36.05195614,8.28786336,6.36137984,0.00000000,17.26967019
22.53419086,36.08218086,8.28486603,6.36344257,0.00000000,17.18781291
22.49957557,36.09460714,8.27725451,6.34108819,0.00000000,16.19459758
22.44074771,36.11882400,8.27536660,6.37445679,0.00000000,16.56213407
22.45348771,36.14118186,8.26891874,6.38316270,0.00000000,16.62257320
22.42255243,36.15069086,8.26789499,6.36129806,0.00000000,16.39546678
22.37189471,36.18058214,8.26211391,6.33665616,0.00000000,16.41118266
22.28984043,36.17387029,8.27594026,6.38309951,0.00000000,15.96038903
22.36519829,36.16665200,8.26972939,6.38639949,0.00000000,15.91223267
22.34259586,36.15755300,8.26159619,6.41744419,0.00000000,16.63529703
22.37093971,36.14600357,8.25908867,6.42735544,0.00000000,15.88474494
22.33393886,36.13023257,8.24657601,6.41152444,0.00000000,16.69173800
22.35154686,36.13188929,8.25106933,6.43071329,0.00000000,16.22846135
22.40038986,36.10673086,8.25840301,6.44991749,0.00000000,16.94486898
22.41903043,36.12771643,8.24875543,6.40353790,0.00000000,16.42882516
22.43682300,36.13566429,8.25744229,6.35394003,0.00000000,15.76653774
22.50451229,36.14103829,8.27175431,6.31429907,0.00000000,15.48413577
22.39453129,36.16297357,8.27848493,6.31517350,0.00000000,16.60972201
22.48078671,36.15758100,8.27650569,6.36602011,0.00000000,15.99317388
22.41589929,36.16738000,8.27380699,6.36723189,0.00000000,16.49444010
22.38032886,36.16354200,8.27421031,6.38956877,0.00000000,16.20993888
22.38175343,36.15087171,8.27134253,6.35297556,0.00000000,14.83514826
22.32694114,36.13720329,8.26010583,6.40071630,0.00000000,15.13503524
22.25336371,36.12210429,8.24476454,6.40343967,0.00000000,16.14006605
22.28394043,36.11394257,8.24081240,6.43753114,0.00000000,15.94397217
22.31194243,36.11552400,8.27172759,6.40195540,0.00000000,16.58619776
22.36579271,36.10293514,8.27497244,6.42704760,0.00000000,15.82896885
22.31679814,36.10901371,8.27524989,6.41704129,0.00000000,16.26905671
22.29239300,36.13375900,8.27565393,6.41837197,0.00000000,15.02539323
22.19953514,36.12643271,8.27309593,6.39658399,0.00000000,15.25692680
22.25103971,36.10968471,8.27479254,6.39539966,600.00000000,16.47343272
22.32849357,36.12338257,8.28872321,6.33288423,0.00000000,16.33722039
22.25060714,36.14479157,8.27219961,6.26706500,0.00000000,16.51037619
22.20369229,36.16769100,8.26960514,6.28249826,0.00000000,16.26575538
22.23207100,36.16856743,8.26376800,6.29583113,0.00000000,15.95775849
22.28230314,36.14856600,8.27406386,6.32782436,0.00000000,15.34247759
22.31266014,36.14706586,8.27344744,6.29982791,0.00000000,15.15986565
22.28964200,36.17144157,8.29328184,6.32215697,0.00000000,16.18080736
22.31776400,36.11857257,8.28897074,6.34979324,0.00000000,16.38700815
22.31313486,36.11216886,8.28524359,6.38714616,0.00000000,16.44228435
22.43520000,36.07277629,8.28626310,6.33039843,0.00000000,15.48955015
22.40768371,36.07117400,8.27498336,6.28735764,0.00000000,16.22983219
22.38048929,36.08135471,8.25515650,6.27599721,0.00000000,15.50961965
22.45805186,36.06497143,8.26531690,6.29939597,0.00000000,16.07291324
22.50590714,36.03347586,8.25190384,6.34662283,0.00000000,15.99082662
22.45445914,36.06049157,8.24913537,6.30344976,0.00000000,16.29192806
22.39396071,36.06178886,8.25119539,6.36954706,0.00000000,15.51489232
22.27899000,36.07178214,8.24141973,6.36591737,0.00000000,15.61007644
22.28935200,36.05339957,8.25883920,6.43203977,0.00000000,15.68737057
22.19623000,36.04684371,8.26319060,6.44299179,0.00000000,15.95048511
22.06430143,36.05935957,8.26064333,6.55243894,0.00000000,16.35696820
22.04939057,36.09866371,8.25948914,6.52057104,0.00000000,15.02092984
21.99721829,36.08641214,8.25837881,6.53137981,0.00000000,15.67510016
21.96632900,36.05997500,8.24932444,6.46567886,0.00000000,15.70764748
21.89185686,36.07821229,8.26516816,6.46715931,0.00000000,15.95485714
21.85211429,36.09898343,8.26281681,6.42483919,0.00000000,16.22576218
21.90563957,36.12293057,8.27240754,6.45852287,0.00000000,16.47706236
21.98714200,36.14187100,8.28105154,6.33647471,0.00000000,16.45648913
21.95267757,36.14685700,8.27675621,6.31109053,0.00000000,15.95342163
21.88892500,36.17449314,8.28109313,6.36851790,0.00000000,15.50329928
22.01875771,36.21012686,8.29305986,6.43479067,0.00000000,16.14731209
22.06743186,36.20426843,8.28227464,6.45223689,0.00000000,15.77448150
22.10630814,36.21106243,8.27402410,6.48570251,0.00000000,16.29898970
22.03069443,36.18669629,8.27266791,6.49249879,0.00000000,15.67796259
22.04030486,36.17656043,8.26053040,6.56520949,0.00000000,15.32106336
22.15184643,36.18710214,8.25380760,6.64273394,0.00000000,15.75871155
22.24548700,36.17517786,8.24753281,6.63531339,0.00000000,16.68962616
22.23638743,36.13601571,8.24565311,6.63032987,0.00000000,16.12625773
22.34566857,36.12123343,8.24473580,6.66815629,0.00000000,15.88489629
22.36664071,36.09164257,8.25017600,6.69901674,0.00000000,16.09255003
22.47277943,36.07548114,8.24507317,6.69549503,0.00000000,15.44587737
22.35904629,36.06514257,8.25212341,6.65233549,0.00000000,15.52968930
22.24253357,36.04151543,8.25833769,6.58423013,0.00000000,15.95260374
22.21675329,36.03862971,8.26098197,6.56508479,0.00000000,15.83204030
22.16004514,36.06204157,8.25621080,6.55406477,0.00000000,15.90282058
22.06322414,36.07818443,8.26549570,6.52183463,0.00000000,16.01625601
22.05023486,36.09013729,8.26018996,6.53152206,0.00000000,16.42587262
26.00061757,36.11536529,8.25802190,6.54162173,0.00000000,16.47828446
26.09281129,36.12588686,8.24806133,6.58581089,0.00000000,15.79919921
26.13519700,36.13038957,8.25900533,6.59939341,0.00000000,17.03968634
26.21092014,36.13954871,8.26526011,6.65258431,0.00000000,15.15139116
26.25194929,36.14192400,8.26566700,6.66877263,0.00000000,16.85315956
26.21467229,36.13972857,8.25746790,6.74372493,0.00000000,15.47681216
26.27543114,36.13933729,8.26051703,6.70636634,0.00000000,15.91795606
22.31584086,36.13133786,8.27359803,6.70347373,0.00000000,16.06844730
22.31123471,36.14786414,8.27275254,6.66173501,0.00000000,15.67948899
22.33791743,36.15103143,8.27703124,6.68630806,0.00000000,16.47637940
22.28736243,36.14613057,8.28608841,6.68634817,0.00000000,16.44476535
22.25743800,36.15506400,8.28768947,6.68915879,0.00000000,16.34652418
22.34545714,36.16087229,8.30196740,6.57151039,0.00000000,16.53580607
22.29392971,36.17371943,8.28411426,6.56746404,0.00000000,15.67108964
22.32133271,36.19381529,8.27658913,6.53630179,0.00000000,16.40004575
22.33906686,36.16014629,8.29209087,6.53912477,0.00000000,15.30087210
22.27646557,36.16049914,8.28292390,6.49756560,0.00000000,16.10447294
22.22119471,36.17178114,8.27705907,6.45545631,0.00000000,16.21516488
22.24401271,36.16493886,8.26311917,6.42857940,0.00000000,16.34437240
22.24262000,36.15119657,8.24820073,6.46116033,0.00000000,16.83278990
22.17895943,36.13168857,8.25254964,6.47584576,0.00000000,16.21215032
22.11201357,36.11374914,8.25096300,6.47577787,0.00000000,15.95480678
22.10647586,36.13493329,8.23881591,6.45497047,0.00000000,16.35473593
22.15565986,36.11847143,8.23919090,6.36939402,0.00000000,15.85646599
22.14664686,36.12837829,8.23574171,6.33867343,0.00000000,15.66167170
22.08208629,36.12594814,8.24493129,6.30706988,0.00000000,16.34766387
21.98519543,36.12779086,8.24403373,6.33267558,0.00000000,16.23439070
21.97888086,36.14803914,8.24829581,6.31187057,0.00000000,16.39257967
22.00523514,36.16164043,8.25549774,6.33631847,0.00000000,15.62802430
21.98422143,36.17420614,8.26599289,6.41333747,0.00000000,16.15195799
21.93857386,36.18104814,8.26385996,6.48914379,0.00000000,15.86934466
21.91555700,36.18887057,8.25139904,6.48629361,0.00000000,16.40873419
21.87806871,36.18034857,8.25096129,6.48845803,0.00000000,16.03528231
22.01025786,36.21102343,8.27021297,6.42438691,0.00000000,16.69216397
22.03994843,36.21933557,8.28042410,6.45224700,0.00000000,15.77728540
21.90629829,36.21824986,8.27386979,6.44253733,0.00000000,16.12221650
21.89446329,36.17735914,8.26718241,6.33320729,0.00000000,16.00030098
21.85060900,36.16904114,8.27363797,6.38007821,0.00000000,15.54672249
21.86841271,36.16112914,8.28147844,6.33520523,0.00000000,15.78156981
21.92994171,36.17602086,8.29422669,6.33310291,0.00000000,16.19582045
21.83178586,36.12128986,8.28705061,6.39562356,0.00000000,15.54688468
21.81833171,36.09689929,8.28352927,6.32083733,0.00000000,16.29087521
21.85122029,36.09259614,8.27925623,6.27509140,0.00000000,16.03925952
21.80330271,36.12172843,8.29394539,6.25972069,0.00000000,15.98866952
21.77656400,36.12511629,8.29252484,6.16983589,0.00000000,16.06699329
21.80631800,36.10349500,8.29714696,6.23020850,0.00000000,16.36012463
21.83510657,36.10594886,8.28450891,6.23626151,0.00000000,16.27019974
21.76661700,36.11652243,8.28026871,6.18659530,0.00000000,16.31791846
21.67348671,36.13628800,8.28663920,6.23469899,0.00000000,15.83647595
21.74591871,36.10999043,8.30607829,6.20396586,0.00000000,16.62429874
21.67613743,36.09501943,7.82611010,6.27911937,0.00000000,16.14328791
21.69162357,36.10477200,7.82730146,6.31260971,0.00000000,15.67453138
21.65831586,36.11246557,7.80669830,6.29814144,0.00000000,16.09108674
21.55830971,36.12568343,7.80605959,6.28761986,0.00000000,16.09499649
21.62689057,36.12951400,7.80368666,6.30468379,0.00000000,16.20360826
21.69973343,36.12560057,7.79635446,6.26389727,0.00000000,15.41108773
21.69687114,36.17216800,7.79483206,6.38856457,0.00000000,16.50651441
21.77172143,36.20994400,8.25855691,6.33144337,0.00000000,16.28410516
21.75842600,36.21858986,8.26797583,6.33251366,0.00000000,16.47355435
21.75388486,36.22408757,8.29628130,6.30887863,0.00000000,15.44517793
21.83608329,36.21826257,8.30458141,6.34645234,0.00000000,16.42373612
21.82532914,36.25224886,8.29713719,6.36103899,0.00000000,16.87633385
21.76859986,36.25397314,8.30466666,6.41410230,0.00000000,16.47969020
21.64370100,36.23685514,8.29225350,6.35699000,0.00000000,15.54980147
21.66157443,36.22963814,8.29528083,6.35033451,0.00000000,16.71731574
21.70962457,36.21669500,8.29521149,6.37787101,0.00000000,15.53134948
21.67564786,36.18462386,8.28831517,6.38115934,0.00000000,16.51966689
21.62808229,36.15336814,8.29229651,6.38289037,0.00000000,16.02836898
21.66097171,36.12865514,8.30123534,6.35529630,0.00000000,16.31325370
21.71585786,36.15502329,8.28533894,6.38816289,0.00000000,16.49011214
21.74451700,36.16339800,8.29114000,6.39098274,0.00000000,16.28447279
21.76159500,36.15145929,8.29666827,6.39310624,0.00000000,16.76674661
21.69473900,36.15339500,8.29727694,6.39100931,0.00000000,17.48678260
21.75649514,36.16903171,8.29171641,6.41715960,0.00000000,16.39463800
21.78626643,36.19263457,8.28958400,6.35161184,0.00000000,16.71079903
21.78317257,36.20415271,8.28368780,6.38619769,0.00000000,16.88975387
21.84548714,36.16765414,8.28882901,6.30212256,0.00000000,16.24362104
21.94296986,36.14491100,8.28743009,6.28865980,0.00000000,16.75566695
21.96471629,36.12608686,8.28561953,6.33677979,0.00000000,17.11714612
22.04358214,36.12289557,8.27750339,6.32593823,0.00000000,16.58026062
22.01873629,36.12414429,8.28106453,6.33828566,0.00000000,17.22305461
21.88442571,36.09052971,8.28310254,6.35648660,0.00000000,16.97316445
21.88145000,36.09462371,8.29730536,6.32155860,0.00000000,17.20745549
21.76996729,36.08900114,8.31490847,6.31409987,0.00000000,16.93345001
21.76665757,36.08139014,8.31613054,6.28310306,0.00000000,16.97848498
21.79493271,36.09881171,8.32891101,6.21484226,0.00000000,16.64888037
21.75479100,36.10852343,8.31832174,6.18617496,0.00000000,17.80236463
21.72609886,36.12117000,8.30537136,6.10893767,0.00000000,17.68592343
21.81490543,36.13897657,8.28565739,6.09788494,0.00000000,17.25508120
21.74694600,36.11680629,8.27257844,6.02940790,0.00000000,17.23433811
21.80362014,36.11993557,8.24880584,6.04474539,0.00000000,17.24001933
21.75458914,36.12876329,8.24447614,6.10000516,0.00000000,18.00135274
21.72773757,36.10793000,8.22776291,6.18257797,0.00000000,17.02836628
21.76408629,36.13131386,8.23225454,6.16576010,0.00000000,17.31048517
21.75881171,36.09588043,8.24222766,6.23973620,0.00000000,16.68924139
21.75578286,36.13394443,8.25994241,6.20474469,0.00000000,17.68070507
21.76438143,36.15367386,8.25600294,6.27024077,0.00000000,19.02402546
21.77111600,36.15186200,8.26139030,6.27948390,0.00000000,17.40781135
21.85404671,36.18790914,8.26200371,6.26905149,0.00000000,18.38856961
21.77648843,36.20583014,8.24507749,6.19064870,0.00000000,17.30221003
21.69550986,36.17998471,8.23471006,6.20862139,0.00000000,17.90338938
21.70814014,36.19155429,8.21287274,6.17912907,0.00000000,17.82512827
21.72290100,36.17832900,8.20160367,6.20684761,0.00000000,17.51762380
21.74308543,36.18969129,8.18848677,6.13130714,600.00000000,17.66308478
21.77424071,36.22760629,8.18143657,6.11608349,0.00000000,17.86929137
21.77665929,36.20310329,8.17694729,6.06572950,0.00000000,18.55984363
21.78198357,36.22722643,8.19104540,6.07977099,0.00000000,18.08620234
21.82899400,36.23114829,8.18596707,6.03549849,0.00000000,18.15136964
21.87866200,36.26182086,8.20528999,6.00533344,0.00000000,17.70300663
21.87847657,36.24507543,8.20641500,5.94586706,0.00000000,18.86806640
21.88219757,36.22057257,8.21340991,6.00442489,0.00000000,18.82848575
21.79402971,36.23247329,8.22050833,5.97333960,0.00000000,19.16534798
21.70711143,36.23629286,8.22341466,5.94396757,0.00000000,19.04376953
21.67252629,36.22086829,8.22647776,5.94318564,0.00000000,19.89912668
21.67381286,36.20989543,8.23156776,5.93712294,0.00000000,19.19004737
21.68811086,36.18659186,8.23363591,5.97256580,0.00000000,19.15444122
21.72554471,36.16763500,8.23285603,5.99917484,0.00000000,19.73410107
21.73690871,36.15763329,8.23722886,5.98930924,0.00000000,20.14093336
21.77331443,36.11427686,8.23419350,5.98951374,0.00000000,19.14313602
21.78483343,36.11712114,8.23347396,6.02364521,0.00000000,19.80262634
21.82597929,36.07848214,8.23385599,6.03738567,0.00000000,18.84387980
21.85032971,36.06856057,8.23964116,6.04767757,0.00000000,19.70132671
21.81502629,36.08389100,8.23582203,6.04522573,0.00000000,19.88642837
21.80008514,36.10712900,8.24175557,6.07388163,0.00000000,20.81933136
21.73973243,36.12357829,8.24150709,6.12923329,0.00000000,19.87962466
21.78726214,36.15039929,8.25533219,6.14197956,0.00000000,20.15119064
21.83133657,36.16636557,8.26457513,6.15148701,0.00000000,19.66981398
21.89410143,36.20978114,8.25587414,6.17236910,0.00000000,19.89485655
21.84878714,36.22383457,8.25308780,6.22903293,0.00000000,20.29744865
21.80400529,36.22421686,8.26507276,6.23684681,0.00000000,19.94941940
21.81878571,36.21386843,8.27742744,6.22500640,0.00000000,20.04267411
21.84023900,36.22263043,8.29587849,6.19875580,0.00000000,20.15654453
21.83663257,36.19631757,8.27969717,6.14492990,0.00000000,20.75175873
21.84675314,36.20107514,8.27466066,6.13325246,0.00000000,20.56155050
21.84445486,36.17792400,8.27454220,6.08831111,0.00000000,20.66408494
21.84127314,36.18133500,8.28775590,6.08870099,0.00000000,20.97949014
21.78385100,36.19393914,8.27932860,6.09656226,0.00000000,21.33971338
21.70081029,36.19368500,8.27027969,6.18128859,0.00000000,20.98444664
21.70065314,36.17340343,8.25419401,6.17819140,0.00000000,20.59115077
21.68372729,36.18878014,8.26126253,6.32468526,0.00000000,20.84661986
21.57321014,36.17907214,8.26862269,6.40164401,0.00000000,20.75749086
21.52010886,36.18886629,8.27920491,6.49931689,0.00000000,20.19997924
21.55357471,36.17816043,8.27696499,6.50735784,0.00000000,20.66112517
21.59889057,36.12288614,8.27394830,6.53079784,0.00000000,21.15161416
21.61543543,36.11795886,8.26362913,6.57315839,0.00000000,20.60803566
21.72338957,36.12203414,8.26127267,6.59995097,0.00000000,20.59213214
21.73837771,36.09546414,8.24674919,6.57585434,0.00000000,20.51329426
21.79013686,36.07252857,8.23095723,6.64959686,0.00000000,20.57584738
21.72993643,36.05384400,8.23384053,6.66969071,0.00000000,20.89927947
21.73396471,36.08407500,8.24605147,6.69453817,0.00000000,20.03862572
25.82071514,36.14756657,8.23352830,6.70062270,0.00000000,20.59400829
25.89514971,36.11087900,8.23915700,6.72235949,0.00000000,20.26327957
25.84366743,36.12349143,8.24690707,6.77614089,0.00000000,20.47975419
25.84750243,36.14344014,8.27164366,6.80739101,0.00000000,19.73607440
25.89459029,36.14614071,8.27341464,6.78711373,0.00000000,20.69749795
25.92754629,36.16404471,8.27460776,6.82681254,0.00000000,20.50144182
25.98901486,36.15098214,8.26032797,6.85250106,0.00000000,20.79513025
21.93917143,36.11395314,8.28461911,6.87487579,0.00000000,21.07096074
21.85132300,36.15879357,8.28529966,6.87707166,0.00000000,20.47231904
21.83063071,36.16919186,8.28264850,6.88735767,0.00000000,19.77411933
21.88087443,36.15088414,8.29430014,6.90301751,0.00000000,19.98518118
21.81240829,36.15149857,8.29916057,6.84125287,0.00000000,19.98873717
21.78869671,36.16532086,8.30330583,6.84531173,0.00000000,20.14811793
21.68538100,36.18901943,8.30177290,6.84720854,0.00000000,20.26130244
21.70962286,36.20439600,8.29901917,6.84235397,0.00000000,19.12886411
21.73378829,36.23322900,8.29039924,6.78279506,0.00000000,19.53499801
21.74442614,36.23238957,8.28746899,6.76002721,0.00000000,19.13577959
21.62815314,36.25338771,8.26525156,6.74611010,0.00000000,19.80805939
21.61335771,36.29304700,8.27802746,6.71871160,0.00000000,19.26769523
21.75445529,36.25968043,8.26986303,6.65094300,0.00000000,19.00403169
21.75703514,36.22583557,8.26522173,6.57278379,0.00000000,20.02902547
21.74693757,36.22271143,8.24102646,6.60728766,0.00000000,18.83243025
21.70729200,36.17919614,8.24850564,6.59193080,0.00000000,18.53562672
21.65276300,36.16733600,8.25577186,6.55562797,0.00000000,18.55973485
21.60744171,36.12021871,8.25897701,6.50901941,0.00000000,18.30599384
21.61838614,36.07796900,8.24824933,6.57638873,0.00000000,18.74667644
21.49983000,36.11362629,8.25285529,6.56896064,0.00000000,18.05355324
21.47282471,36.13848300,8.25796224,6.61674887,0.00000000,18.65812595
21.45110114,36.14859229,8.26939561,6.60115319,0.00000000,19.20958951
21.47011429,36.17470643,8.26419086,6.63582603,0.00000000,18.59481089
21.48764371,36.16420271,8.25526969,6.65766873,0.00000000,18.01846412
21.52602300,36.18566500,8.25447970,6.69363366,0.00000000,18.42885483
21.48324157,36.19030986,8.24726690,6.64928111,0.00000000,18.12821719
21.47117229,36.18114829,8.23073810,6.59302790,0.00000000,18.60938262
21.54180914,36.16614157,8.23195400,6.59442751,0.00000000,18.03026833
21.60481300,36.14667414,8.23189736,6.59442264,0.00000000,18.34965015
21.59844957,36.15307271,8.24500196,6.54804657,0.00000000,17.13870790
21.63722200,36.19674629,8.24343264,6.60878053,0.00000000,18.54455959
21.66973314,36.21298671,8.24448637,6.58938644,0.00000000,16.98868944
21.70576457,36.20566643,8.24549413,6.61177616,0.00000000,18.11602921
21.66318843,36.18960671,8.26976304,6.63217784,0.00000000,16.95184313
21.54485300,36.19203214,8.26486749,6.57180719,0.00000000,17.46247777
21.47656657,36.21542471,8.26240089,6.51298600,0.00000000,16.71732485
21.57872543,36.21328857,8.25378616,6.52564041,0.00000000,16.61871531
21.49321629,36.16471400,8.26015933,6.43404111,0.00000000,17.03311806
21.46074800,36.17365386,8.26163411,6.41084524,0.00000000,16.63537207
21.52085729,36.17724371,8.26255489,6.38841924,0.00000000,17.19156128
21.57717657,36.18327671,8.25221601,6.44144693,0.00000000,18.04539507
21.69349886,36.17010543,8.25969331,6.42884419,0.00000000,16.71541206
21.66991629,36.13494643,8.26142094,6.48158710,0.00000000,17.24476095
21.61461271,36.12159429,7.79800646,6.50857866,0.00000000,16.39440501
21.63170986,36.13430671,7.80746090,6.50410726,0.00000000,17.03156102
21.68726729,36.14382443,7.80480211,6.53492616,0.00000000,16.87060937
21.56634157,36.16530114,7.80163964,6.52540657,0.00000000,16.42550118
21.54964843,36.15194957,7.79956463,6.45887751,0.00000000,17.24972087
21.49199271,36.15550686,7.78968964,6.51862732,0.00000000,16.49544646
21.55102586,36.16491557,7.79310520,6.49093253,0.00000000,16.53049728
21.54006257,36.19030829,8.24965326,6.41739528,0.00000000,16.45787889
21.57291300,36.18411557,8.24929700,6.47856673,0.00000000,16.40486085
21.50797986,36.12785700,8.26204547,6.47013342,0.00000000,17.08891799
21.59482100,36.12435086,8.28139667,6.46514967,0.00000000,16.46005544
21.56233000,36.14708557,8.25848301,6.45310570,0.00000000,15.94617370
21.60420071,36.14579614,8.26769583,6.41194497,0.00000000,16.00001298
21.57321071,36.16136171,8.27122779,6.41119547,0.00000000,16.13803427
21.57544371,36.13309586,8.27026667,6.44452431,0.00000000,16.46439944
21.52321929,36.13000971,8.25916957,6.40709637,0.00000000,16.27272291
21.52578286,36.14924543,8.26362506,6.37865334,0.00000000,15.87601246
21.46799814,36.14221929,8.26072363,6.37888491,0.00000000,15.94679637
21.50294600,36.12380514,8.28629271,6.41700134,0.00000000,15.94623852
21.45107243,36.11499057,8.28337489,6.54688101,0.00000000,16.83062677
21.42922386,36.08799157,8.28317854,6.58481404,0.00000000,16.28742127
21.44096057,36.05974300,8.28953603,6.62090626,0.00000000,16.01000897
21.35895814,36.06047871,8.29877510,6.61404556,0.00000000,16.37543072
21.32445343,36.09287414,8.28188174,6.62694780,0.00000000,nan
21.42827586,36.09241271,8.26661061,6.64760644,0.00000000,16.13561401
21.39934871,36.09866014,8.26012389,6.68936571,0.00000000,15.83856498
21.36394986,36.09279457,8.25185853,6.58520930,0.00000000,16.43464973
21.37979957,36.11444986,8.25629699,6.57997356,0.00000000,15.86206739
21.26916943,36.14513857,8.24908234,6.55912154,0.00000000,16.25206375
21.42677029,36.15036786,8.24686786,6.54260141,0.00000000,16.21929280
21.45358586,36.15170429,8.22897154,6.53984496,0.00000000,16.09276182
21.40996843,36.13720086,8.22581741,6.53185340,0.00000000,15.70994821
21.46394086,36.15795000,8.22517949,6.47528710,0.00000000,16.04985615
21.50849886,36.19252300,8.24650239,6.51992379,0.00000000,16.27291739
21.51299900,36.21283986,8.23271933,6.56239627,0.00000000,16.00672886
21.61627286,36.21395014,8.24221323,6.58615497,0.00000000,15.73402879
